sm_fundcode,sm_schemecode,sm_plancode,sm_optioncode,sm_schdesc,sm_plandesc,sm_optdesc,sm_funddesc,sm_fundtype,sm_opendate,sm_closedt,sm_nature,sm_navsp,sm_loaddetails,sm_NumschCode,sm_NFOStartDt,sm_NFOEndDt,sm_NFOFaceValue,sm_AllotmentDt,sm_MinPurchase,sm_MinAddPurchase,sm_MinSip,sm_refno,sm_category,sm_plnmode,sm_isin,SMF FUNDGROUP,Asset Class,Sub Class,Fund short,AMFI Product Class,NATURE
not editable,not editable,not editable,not editable,editable,editable,editable,editable,,editable,editable,editable,,,,,,,editable,editable,editable,editable,,,,,editable,,,editable,,editable
,,,,Free text,Free text,Free text,Free text,,Date calendar,Date calendar,drop down with predefined value in the column,,,,,,,date calendar,Amount free text- numeric,Amount free text- numeric,Amount free text- numeric,,,,,Alphanumeric free text,,,Free text,,drop down with predefined value in the column
176,9L,D1,D,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III-10 YEARS,DIRECT IDCW,PAYOUT,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III-10 YEARS - DIRECT IDCW,EQUITY,08-08-2016,11-11-2016,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,18-11-2016,500,0,0,1769LD1D,EQUITY,DIRECT,INF903JA1450,LM3,EQUITY,EQUITY_CE,TAX ADV. SR-3 YEAR10,ELSS(C),CLOSE
176,9L,DG,G,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III-10 YEARS,DIRECT GROWTH,GROWTH,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III-10 YEARS - DIRECT GROWTH,EQUITY,08-08-2016,11-11-2016,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,18-11-2016,500,0,0,1769LDGG,EQUITY,DIRECT,INF903JA1443,LM3,EQUITY,EQUITY_CE,TAX ADV. SR-3 YEAR10,ELSS(C),CLOSE
176,9L,DP,D,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III-10 YEARS,REGULAR IDCW,PAYOUT,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III-10 YEARS - REGULAR IDCW,EQUITY,08-08-2016,11-11-2016,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,18-11-2016,500,0,0,1769LDPD,EQUITY,REGULAR,INF903JA1435,LM3,EQUITY,EQUITY_CE,TAX ADV. SR-3 YEAR10,ELSS(C),CLOSE
176,9L,GP,G,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III-10 YEARS,REGULAR GROWTH,GROWTH,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III-10 YEARS - REGULAR GROWTH,EQUITY,08-08-2016,11-11-2016,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,18-11-2016,500,0,0,1769LGPG,EQUITY,REGULAR,INF903JA1427,LM3,EQUITY,EQUITY_CE,TAX ADV. SR-3 YEAR10,ELSS(C),CLOSE
176,9M,D1,D,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV - 10 YEARS,DIRECT IDCW,PAYOUT,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV - 10 YEARS - DIRECT IDCW,EQUITY,27-09-2016,20-03-2017,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,24-03-2017,500,0,0,1769MD1D,EQUITY,DIRECT,INF903JA1534,LM4,EQUITY,EQUITY_CE,TAX ADV. SR-4 YEAR10,ELSS(C),CLOSE
176,9M,DG,G,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV - 10 YEARS,DIRECT GROWTH,GROWTH,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV - 10 YEARS - DIRECT GROWTH,EQUITY,27-09-2016,20-03-2017,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,24-03-2017,500,0,0,1769MDGG,EQUITY,DIRECT,INF903JA1526,LM4,EQUITY,EQUITY_CE,TAX ADV. SR-4 YEAR10,ELSS(C),CLOSE
176,9M,DP,D,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV - 10 YEARS,REGULAR IDCW,PAYOUT,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV - 10 YEARS - REGULAR IDCW,EQUITY,27-09-2016,20-03-2017,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,24-03-2017,500,0,0,1769MDPD,EQUITY,REGULAR,INF903JA1518,LM4,EQUITY,EQUITY_CE,TAX ADV. SR-4 YEAR10,ELSS(C),CLOSE
176,9M,GP,G,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV - 10 YEARS,REGULAR GROWTH,GROWTH,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV - 10 YEARS - REGULAR GROWTH,EQUITY,27-09-2016,20-03-2017,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,24-03-2017,500,0,0,1769MGPG,EQUITY,REGULAR,INF903JA1500,LM4,EQUITY,EQUITY_CE,TAX ADV. SR-4 YEAR10,ELSS(C),CLOSE
176,9N,D1,D,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES V - 10 YEARS,DIRECT IDCW,PAYOUT,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES V - 10 YEARS - DIRECT IDCW,EQUITY,29-03-2017,29-06-2017,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,05-07-2017,500,0,0,1769ND1D,EQUITY,DIRECT,INF903JA1963,LM5,EQUITY,EQUITY_CE,TAX ADV. SR-5 YEAR10,ELSS(C),CLOSE
176,9N,DG,G,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES V - 10 YEARS,DIRECT GROWTH,GROWTH,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES V - 10 YEARS - DIRECT GROWTH,EQUITY,29-03-2017,29-06-2017,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,05-07-2017,500,0,0,1769NDGG,EQUITY,DIRECT,INF903JA1955,LM5,EQUITY,EQUITY_CE,TAX ADV. SR-5 YEAR10,ELSS(C),CLOSE
176,9N,DP,D,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES V - 10 YEARS,REGULAR IDCW,PAYOUT,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES V - 10 YEARS - REGULAR IDCW,EQUITY,29-03-2017,29-06-2017,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,05-07-2017,500,0,0,1769NDPD,EQUITY,REGULAR,INF903JA1948,LM5,EQUITY,EQUITY_CE,TAX ADV. SR-5 YEAR10,ELSS(C),CLOSE
176,9N,GP,G,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES V - 10 YEARS,REGULAR GROWTH,GROWTH,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES V - 10 YEARS - REGULAR GROWTH,EQUITY,29-03-2017,29-06-2017,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,05-07-2017,500,0,0,1769NGPG,EQUITY,REGULAR,INF903JA1930,LM5,EQUITY,EQUITY_CE,TAX ADV. SR-5 YEAR10,ELSS(C),CLOSE
176,9O,D1,D,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI - 10 YEARS,DIRECT IDCW,PAYOUT,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI - 10 YEARS - DIRECT IDCW,EQUITY,23-06-2017,22-09-2017,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,28-09-2017,500,0,0,1769OD1D,EQUITY,DIRECT,INF903JA1BA1,LM6,EQUITY,EQUITY_CE,TAX ADV. SR-6 YEAR10,ELSS(C),CLOSE
176,9O,DG,G,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI - 10 YEARS,DIRECT GROWTH,GROWTH,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI - 10 YEARS - DIRECT GROWTH,EQUITY,23-06-2017,22-09-2017,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,28-09-2017,500,0,0,1769ODGG,EQUITY,DIRECT,INF903JA1AZ0,LM6,EQUITY,EQUITY_CE,TAX ADV. SR-6 YEAR10,ELSS(C),CLOSE
176,9O,DP,D,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI - 10 YEARS,REGULAR IDCW,PAYOUT,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI - 10 YEARS - REGULAR IDCW,EQUITY,23-06-2017,22-09-2017,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,28-09-2017,500,0,0,1769ODPD,EQUITY,REGULAR,INF903JA1AY3,LM6,EQUITY,EQUITY_CE,TAX ADV. SR-6 YEAR10,ELSS(C),CLOSE
176,9O,GP,G,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI - 10 YEARS,REGULAR GROWTH,GROWTH,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI - 10 YEARS - REGULAR GROWTH,EQUITY,23-06-2017,22-09-2017,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,28-09-2017,500,0,0,1769OGPG,EQUITY,REGULAR,INF903JA1AX5,LM6,EQUITY,EQUITY_CE,TAX ADV. SR-6 YEAR10,ELSS(C),CLOSE
176,9P,D1,D,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES III - 10 YEARS,DIRECT IDCW,PAYOUT,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES III - 10 YEARS - DIRECT IDCW,EQUITY,27-12-2017,27-03-2018,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,28-03-2018,500,0,0,1769PD1D,EQUITY,DIRECT,INF903JA1BU9,LT3,EQUITY,EQUITY_CE,TAX ADV. SR-3 YEAR10,ELSS(C),CLOSE
176,9P,DG,G,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES III - 10 YEARS,DIRECT GROWTH,GROWTH,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES III - 10 YEARS - DIRECT GROWTH,EQUITY,27-12-2017,27-03-2018,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,28-03-2018,500,0,0,1769PDGG,EQUITY,DIRECT,INF903JA1BT1,LT3,EQUITY,EQUITY_CE,TAX ADV. SR-3 YEAR10,ELSS(C),CLOSE
176,9P,DP,D,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES III - 10 YEARS,REGULAR IDCW,PAYOUT,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES III - 10 YEARS - REGULAR IDCW,EQUITY,27-12-2017,27-03-2018,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,28-03-2018,500,0,0,1769PDPD,EQUITY,REGULAR,INF903JA1BS3,LT3,EQUITY,EQUITY_CE,TAX ADV. SR-3 YEAR10,ELSS(C),CLOSE
176,9P,GP,G,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES III - 10 YEARS,REGULAR GROWTH,GROWTH,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES III - 10 YEARS - REGULAR GROWTH,EQUITY,27-12-2017,27-03-2018,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,28-03-2018,500,0,0,1769PGPG,EQUITY,REGULAR,INF903JA1BR5,LT3,EQUITY,EQUITY_CE,TAX ADV. SR-3 YEAR10,ELSS(C),CLOSE
176,9Q,D1,D,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES IV - 10 YEARS,DIRECT IDCW,PAYOUT,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES IV - 10 YEARS - DIRECT IDCW,EQUITY,27-03-2018,27-06-2018,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,29-06-2018,500,0,0,1769QD1D,EQUITY,DIRECT,INF903JA1DA7,LT4,EQUITY,EQUITY_CE,TAX ADV. SR-4 YEAR10,ELSS(C),CLOSE
176,9Q,DG,G,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES IV - 10 YEARS,DIRECT GROWTH,GROWTH,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES IV - 10 YEARS - DIRECT GROWTH,EQUITY,27-03-2018,27-06-2018,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,29-06-2018,500,0,0,1769QDGG,EQUITY,DIRECT,INF903JA1CZ6,LT4,EQUITY,EQUITY_CE,TAX ADV. SR-4 YEAR10,ELSS(C),CLOSE
176,9Q,DP,D,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES IV - 10 YEARS,REGULAR IDCW,PAYOUT,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES IV - 10 YEARS - REGULAR IDCW,EQUITY,27-03-2018,27-06-2018,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,29-06-2018,500,0,0,1769QDPD,EQUITY,REGULAR,INF903JA1CY9,LT4,EQUITY,EQUITY_CE,TAX ADV. SR-4 YEAR10,ELSS(C),CLOSE
176,9Q,GP,G,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES IV - 10 YEARS,REGULAR GROWTH,GROWTH,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES IV - 10 YEARS - REGULAR GROWTH,EQUITY,27-03-2018,27-06-2018,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,29-06-2018,500,0,0,1769QGPG,EQUITY,REGULAR,INF903JA1CX1,LT4,EQUITY,EQUITY_CE,TAX ADV. SR-4 YEAR10,ELSS(C),CLOSE
176,9T,D1,D,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES I - 10 YEARS,DIRECT IDCW,PAYOUT,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES I - 10 YEARS - DIRECT IDCW,EQUITY,18-12-2014,20-03-2015,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,26-03-2015,500,0,0,1769TD1D,EQUITY,DIRECT,INF903J015A6,LT1,EQUITY,EQUITY_CE,TAX ADV. SR-1 YEAR10,ELSS(C),CLOSE
176,9T,DG,G,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES I - 10 YEARS,DIRECT GROWTH,GROWTH,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES I - 10 YEARS - DIRECT GROWTH,EQUITY,18-12-2014,20-03-2015,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment. Units are rounded off to full Units / ",,,,,26-03-2015,500,0,0,1769TDGG,EQUITY,DIRECT,INF903J014A9,LT1,EQUITY,EQUITY_CE,TAX ADV. SR-1 YEAR10,ELSS(C),CLOSE
176,9T,DP,D,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES I - 10 YEARS,REGULAR IDCW,PAYOUT,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES I - 10 YEARS - REGULAR IDCW,EQUITY,18-12-2014,20-03-2015,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,26-03-2015,500,0,0,1769TDPD,EQUITY,REGULAR,INF903J013A1,LT1,EQUITY,EQUITY_CE,TAX ADV. SR-1 YEAR10,ELSS(C),CLOSE
176,9T,GP,G,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES I - 10 YEARS,REGULAR GROWTH,GROWTH,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES I - 10 YEARS - REGULAR GROWTH,EQUITY,18-12-2014,20-03-2015,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment. Units are rounded off to full Units / ",,,,,26-03-2015,500,0,0,1769TGPG,EQUITY,REGULAR,INF903J012A3,LT1,EQUITY,EQUITY_CE,TAX ADV. SR-1 YEAR10,ELSS(C),CLOSE
176,9U,D1,D,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES II - 10 YEARS,DIRECT IDCW,PAYOUT,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES II - 10 YEARS - DIRECT IDCW,EQUITY,03-11-2015,15-03-2016,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,21-03-2016,500,0,0,1769UD1D,EQUITY,DIRECT,INF903J012W7,LT2,EQUITY,EQUITY_CE,TAX ADV. SR-2 YEAR10,ELSS(C),CLOSE
176,9U,DG,G,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES II - 10 YEARS,DIRECT GROWTH,GROWTH,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES II - 10 YEARS - DIRECT GROWTH,EQUITY,03-11-2015,15-03-2016,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,21-03-2016,500,0,0,1769UDGG,EQUITY,DIRECT,INF903J011W9,LT2,EQUITY,EQUITY_CE,TAX ADV. SR-2 YEAR10,ELSS(C),CLOSE
176,9U,DP,D,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES II - 10 YEARS,REGULAR IDCW,PAYOUT,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES II - 10 YEARS - REGULAR IDCW,EQUITY,03-11-2015,15-03-2016,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,21-03-2016,500,0,0,1769UDPD,EQUITY,REGULAR,INF903J010W1,LT2,EQUITY,EQUITY_CE,TAX ADV. SR-2 YEAR10,ELSS(C),CLOSE
176,9U,GP,G,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES II - 10 YEARS,REGULAR GROWTH,GROWTH,SUNDARAM LONG TERM TAX ADVANTAGE FUND SERIES II - 10 YEARS - REGULAR GROWTH,EQUITY,03-11-2015,15-03-2016,Close,4,"Entry load: NIL Exit load: NIL Units under Sundaram Long Term Tax Adv are eligible Deduc. u/s 80C of IT Act 1961, issued under ELSS 1992 and can be repurchased/Pledged/Transferred after 3 Yrs from date of allotment.  Units are rounded off to full Units / ",,,,,21-03-2016,500,0,0,1769UGPG,EQUITY,REGULAR,INF903J019V4,LT2,EQUITY,EQUITY_CE,TAX ADV. SR-2 YEAR10,ELSS(C),CLOSE
176,AB,RD,D,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND),IDCW REGULAR MONTHLY PLAN,PAYOUT,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND) - IDCW REGULAR MONTHLY PLAN  PAYOUT,E,28-03-2016,11-04-2016,Open,4,Entry Load - NIL  Exit Load - If redeemed on or before 90 days from the date of allotment - 0.25%. / If redeemed after 90 days from the date of allotment - NIL,,,,,21-04-2016,100,100,100,176ABRDD,EQUITY,REGULAR,INF173K01MY0,SAF,DEBT,DEBT_OE,Arbitrage Fund,Arbitrage Fund,OPEN
176,AB,RD,R,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND),IDCW REGULAR MONTHLY PLAN,REINVESTMENT,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND) - IDCW REGULAR MONTHLY PLAN  REINVESTMENT,E,28-03-2016,11-04-2016,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021-Nil - If up to 25% of the units are redeemed, withdrawn by way of SWP or transferred by way of STP within 15 days from the date of allotment. Any redemption or withdrawals / by way of SWP in excess of the above mentioned limit would be subject to an exit load of 1 % of the applicable NAV will be charged, if the units are redeemed within 365 days from t",,,,,21-04-2016,100,100,100,176ABRDR,EQUITY,REGULAR,INF173K01NA8,SAF,DEBT,DEBT_OE,Arbitrage Fund,Arbitrage Fund,OPEN
176,AB,RD,S,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND),IDCW REGULAR MONTHLY PLAN,SWEEP,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND) - IDCW REGULAR MONTHLY PLAN  SWEEP,E,28-03-2016,11-04-2016,Open,4,Entry Load - NIL  Exit Load - If redeemed on or before 90 days from the date of allotment - 0.25%. / If redeemed after 90 days from the date of allotment - NIL,,,,,21-04-2016,100,100,100,176ABRDS,EQUITY,REGULAR,INF173K01MZ7,SAF,DEBT,DEBT_OE,Arbitrage Fund,Arbitrage Fund,OPEN
176,AB,RG,G,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND),REGULAR PLAN,GROWTH,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND) - REGULAR PLAN  GROWTH,E,28-03-2016,11-04-2016,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021-Nil - If up to 25% of the units are redeemed, withdrawn by way of SWP or transferred by way of STP within 15 days from the date of allotment. Any redemption or withdrawals / by way of SWP in excess of the above mentioned limit would be subject to an exit load of 1 % of the applicable NAV will be charged, if the units are redeemed within 365 days from t",,,,,21-04-2016,100,100,100,176ABRGG,EQUITY,REGULAR,INF173K01NB6,SAF,DEBT,DEBT_OE,Arbitrage Fund,Arbitrage Fund,OPEN
176,AB,ZD,D,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND),IDCW DIRECT MONTHLY PLAN,PAYOUT,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND) - IDCW DIRECT MONTHLY PLAN  PAYOUT,E,28-03-2016,11-04-2016,Open,4,Entry Load - NIL  Exit Load - If redeemed on or before 30 days from the date of allotment - 0.50%. / ,,,,,21-04-2016,100,100,100,176ABZDD,EQUITY,DIRECT,INF173K01NC4,SAF,DEBT,DEBT_OE,Arbitrage Fund,Arbitrage Fund,OPEN
